name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Lock 'N Load: Forgotten Heroes  Vietnam,1649,2003,Hex-and-Counter,"Print & Play, Vietnam War, Wargame",Wargames,60 minutes,12 and up,(no votes yet),"Lock 'N Load: ANZAC Attack, Lock 'n Load: Battle Pack Alpha, Lock 'n Load: Dark July  The Battles for Prokhorovka",No necessary in-game text,"2003 Charles S. Roberts Best Modern Era Boardgame Nominee, 2003 Charles S. Roberts Best Modern Era Boardgame Winner, 2004 International Gamers Awards - Historical Simulation",2,Best with 2 players,311,7.48,1.52,129833
Formula D Mini,1650,2003,"Formula De/De mini/D, Sports: Auto Racing","Press Your Luck, Roll / Spin and Move","Racing, Sports",60 minutes,8 and up,6 and up,,No necessary in-game text,Family Games,26,"Best with 2, 4 players",848,6.52,1.29,64297
Tantrix,1651,1991,The Mind Game,"Pattern Building, Tile Placement","Abstract Strategy, Puzzle",30 minutes,8 and up,8 and up,Solitaire Games,No necessary in-game text,Abstract Games,14,Best with 2 players,1304,6.40,1.38,78772
Wildlife Adventure,1652,1985,"Expedition, Expedition: Famous Explorers","Point to Point Movement, Route/Network Building","Animals, Exploration, Transportation",60 minutes,10 and up,8 and up,,Moderate in-game text - needs crib sheet or paste ups,Family Games,26,Best with 34 players,469,6.90,1.33,48330
Qwirkle Cubes,1653,2009,Qwirkle,"Dice Rolling, Pattern Building, Pattern Recognition, Tile Placement","Abstract Strategy, Dice",45 minutes,6 and up,No necessary in-game text,Qwirkle,,Family Games,24,,713,6.61,1.34,54930
Ultimate Werewolf: Inquisition,1654,2013,Ultimate Werewolf: Inquisition  Full Moon,"Partnerships, Role Playing, Variable Player Powers, Voting","Deduction, Murder/Mystery",3060 minutes,8 and up,8 and up,Werewolf / Mafia,Some necessary text - easily memorized or small crib sheet,Party Games,312,Best with 5 players,574,6.77,1.48,36267
Lost Legends,1655,2013,"Lost Legends: Demon Hunter (Queenie 1), Lost Legends: Forest of the Damned (Queenie 2)",Card Drafting,"Fantasy, Fighting",70 minutes,10 and up,10 and up,"Crowdfunding: Kickstarter, Queen Yellow Wave Box Series",Some necessary text - easily memorized or small crib sheet,"Strategy Games, Thematic Games",35,Best with 3 players,762,null,6.57,1.50
Citrus,1656,2013,Citrus: Neue Landschaftsplttchen,Tile Placement,"Economic, Farming, Territory Building",60 minutes,10 and up,8 and up,,No necessary in-game text,,25,Best with 3 players,null,1.14,35873,null
Sewer Pirats,1657,2012,"Card Drafting, Set Collection, Variable Player Powers","Animals, Miniatures, Pirates",Family Games,3060 minutes,10 and up,8 and up,,No necessary in-game text,"2012 Spiel der Spiele Hit mit Freunden Recommended, 2013 Boardgames Australia Awards Best International Game Nominee",25,Best with 4 players,551,6.77,1.11,53905
Asteroyds,1658,2010,"Asteroids, Ystari originals","Action / Movement Programming, Dice Rolling, Grid Movement, Modular Board","Racing, Real-time, Science Fiction, Space Exploration",30 minutes,10 and up,8 and up,,No necessary in-game text,Family Games,26,Best with 26 players,867,6.49,1.30,67862
Assault on Doomrock,1659,2014,"Co-operative Play, Dice Rolling, Modular Board, Role Playing","Adventure, Exploration, Fantasy, Fighting",Thematic Games,150 minutes,10 and up,12 and up,"Assault on Doomrock: Doompocalypse, Assault on Doomrock: Indiegogo Promo Pack",Extensive use of text - massive conversion needed to be playable,2014 Golden Geek Best Solo Board Game Nominee,14,"Best with 1, 4 players",303,7.44,1.70,140689
The Battle for Normandy,1660,2009,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Wargames,240 minutes,,16 and up,The Battle for Normandy Expansion,Moderate in-game text - needs crib sheet or paste ups,"2009 Charles S. Roberts Best Board Game Graphics Nominee, 2009 Charles S. Roberts Best World War 2 Era Board Wargame Nominee",28,(Not best with any number),227,7.90,1.44,182267
Black Vienna,1661,1987,,Paper-and-Pencil,"Card Game, Deduction, Spies/Secret Agents",60 minutes,10 and up,12 and up,,No necessary in-game text,Strategy Games,36,Best with 6 players,387,7.02,1.40,64207
AT-43 Initiation Set: Operation Damocles,1662,2006,"Action Point Allowance System, Dice Rolling","Fantasy, Miniatures, Science Fiction, Wargame",Wargames,60 minutes,12 and up,10 and up,"AT-43 Army Book: Cog, AT-43 Army Book: Karmans, AT-43 Army Book: Oni, AT-43 Army Book: Red Blok",No necessary in-game text,2007 UK Games Expo Best Miniatures Game Winner,2,Best with 2 players,515,6.94,1.65,166661
Cities,1663,2008,"Pattern Building, Tile Placement","City Building, Puzzle",Family Games,15 minutes,8 and up,8 and up,Limes,No necessary in-game text,"2009 Nederlandse Spellenprijs Nominee, 2009 Spiel des Jahres Recommended",14,(Not best with any number),949,6.44,1.23,73834
Master Labyrinth,1664,1991,Modular Board,"Children's Game, Fantasy, Maze, Puzzle",Family Games,2030 minutes,10 and up,8 and up,"The Lord of the Rings Labyrinth, Star Wars Labyrinth",No necessary in-game text,"1991 rets Spil Best Family Game Winner, 1991 Deutscher Spiele Preis Best Family/Adult Game Winner, 1991 Mensa Select Winner, 1991 Spiel des Jahres ""Beautiful Game"" Winner",24,Best with 23 players,1680,6.30,1.20,110633
Zombie State: Diplomacy of the Dead,1665,2010,,,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Dice Rolling",180 minutes,13 and up,Moderate in-game text - needs crib sheet or paste ups,,,"Industry / Manufacturing, Medical, Zombies",25,,703,6.63,1.56,134709
Boggle,1666,1972,,"Boggle, Letter cube games, Solitaire Games","Paper-and-Pencil, Pattern Recognition",10 minutes,8 and up,Unplayable in another language,,,"Dice, Real-time, Word Game",18,,4608,6.19,1.59,199366
Ladies & Gentlemen,1667,2013,,"Card Drafting, Partnerships, Set Collection, Simultaneous Action Selection","Humor, Party Game, Post-Napoleonic, Real-time",30 minutes,14 and up,10 and up,,No necessary in-game text,"Party Games, Thematic Games",410,Best with 6 players,99,null,6.61,1.50
Clue Master Detective,1668,1988,Clue,"Memory, Paper-and-Pencil, Roll / Spin and Move","Deduction, Murder/Mystery",60 minutes,8 and up,8 and up,Cluedo,Some necessary text - easily memorized or small crib sheet,Family Games,310,Best with 6 players,841,6.57,1.43,88713
Battleball,1669,2003,,Sci-Fi Sports,"Dice Rolling, Roll / Spin and Move",45 minutes,8 and up,Some necessary text - easily memorized or small crib sheet,,,"Miniatures, Science Fiction, Sports",2,,535,null,6.30,1.29
Attribute,1670,2002,Hand Management,"Party Game, Real-time, Word Game",Party Games,30 minutes,8 and up,8 and up,"Attribut 2, Attribute Booster",Unplayable in another language,"2003 Spiel des Jahres Recommended, 2007 rets Spill Best Party Game Nominee",38,Best with 68 players,1005,6.44,1.43,67656
Evolution: The Origin of Species,1671,2010,"Evolution: Continents, Evolution: Time to Fly, Evolution: Variation Mini-Expansion, Ewolucja: Pochodzenie gatunkw  Rozszerzenie","Dice Rolling, Hand Management","Animals, Card Game, Dice",30 minutes,12 and up,10 and up,"Evolution, Evolution: Random Mutations",Moderate in-game text - needs crib sheet or paste ups,Family Games,24,Best with 4 players,1089,6.46,1.49,110812
Okko: Era of the Asagiri,1672,2008,"Okko, Era of the Karasu, Okko, Pajan Gun'Ta, Okko, Yakuza Hazu Akai","Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board","Fighting, Medieval, Miniatures",45 minutes,12 and up,10 and up,"Asian Theme, Country: Japan, Okko",Moderate in-game text - needs crib sheet or paste ups,"Thematic Games, Wargames",2,Best with 2 players,280,null,6.78,1.41
Urland,1673,2001,"Action Point Allowance System, Area Control / Area Influence, Auction/Bidding, Variable Player Powers",Prehistoric,Strategy Games,90 minutes,12 and up,12 and up,Urland expansion,Moderate in-game text - needs crib sheet or paste ups,2002 Japan Boardgame Prize Best Advanced Game Nominee,35,(Not best with any number),676,6.61,1.18,50879
Car Wars,1674,1981,"Dice Rolling, Modular Board, Role Playing, Simulation","Fighting, Racing, Science Fiction, Sports",Wargames,45 minutes,10 and up,10 and up,"Aeroduel, Autoduel America, Autoduel Champions, Boat Wars: A Car Wars Supplement",Some necessary text - easily memorized or small crib sheet,"1981 Charles S. Roberts Best Science-Fiction Board Game Nominee, 1981 Charles S. Roberts Best Science-Fiction Board Game Winner",28,Best with 4 players,1710,6.32,1.58,186954
Toledo,1675,2008,"Admin: Better Description Needed!, Country: Spain","Hand Management, Point to Point Movement, Worker Placement","Industry / Manufacturing, Medieval",4560 minutes,10 and up,8 and up,,No necessary in-game text,"Family Games, Strategy Games",24,Best with 4 players,494,null,6.30,1.25
DC Comics Deck-Building Game: Forever Evil,1676,2014,"DC Comics Deck-Building Game, DC Comics Deck-Building Game: Teen Titans","DC Comics Deck-Building Game: Crisis Expansion Pack 2, DC Comics Deck-Building Game: Crossover Pack 1  Justice Society of America, DC Comics Deck-Building Game: Crossover Pack 2  Arrow, DC Comics Deck-Building Game: Crossover Pack 3  Legion of Super-Heroes",Deck / Pool Building,minutes,,Extensive use of text - massive conversion needed to be playable,"Admin: Better Description Needed!, Cerberus Engine: Heroes, DC Universe, Superheroes",,"Card Game, Comic Book / Strip",25,,255,null,7.48,1.52
Bison: Thunder on the Prairie,1677,2006,Country: USA,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Modular Board","American West, Animals, Territory Building",90 minutes,10 and up,14 and up,,No necessary in-game text,Strategy Games,24,Best with 2 players,1091,6.41,1.18,97091
Emerald,1678,2002,"Admin: Better Description Needed!, Animals: Dragons","Dice Rolling, Roll / Spin and Move, Set Collection","Adventure, Fantasy",45 minutes,10 and up,8 and up,,No necessary in-game text,Family Games,25,Best with 3 players,1178,6.37,1.12,66438
Nyet!,1679,1997,"Hand Management, Trick-taking",Card Game,Strategy Games,30 minutes,10 and up,10 and up,M & Lots More,No necessary in-game text,1997 Fairplay  la carte Winner,35,Best with 4 players,495,6.79,1.23,37129
Grant Takes Command,1680,2001,Hex-and-Counter,"American Civil War, Wargame",Wargames,120 minutes,12 and up,14 and up,The Skirmisher #2,(no votes yet),2001 Charles S. Roberts Best Pre-World War II Boardgame Nominee,2,Best with 2 players,208,7.93,1.36,63737
Doctor Who: Solitaire Story Game,1681,2009,Sherlock Holmes Detective Story Game,Dice Rolling,"Movies / TV / Radio theme, Print & Play, Science Fiction",45 minutes,11 and up,Extensive use of text - massive conversion needed to be playable,"Solitaire Games, Time Travel, TV Series: Dr. Who",,Thematic Games,1,,250,8.17,1.44,189746
Early American Chrononauts,1682,2004,"Chrononauts: Lost Identities, Chrononauts: The Gore Years",Modular Board,"American Civil War, Card Game, Educational, Political",45 minutes,11 and up,10 and up,Chrononauts,Moderate in-game text - needs crib sheet or paste ups,"Family Games, Thematic Games",16,Best with 4 players,456,null,6.65,1.39
A Victory Denied,1683,2009,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Wargames,360 minutes,,12,"Cities: Smolensk, Country: Russia, International Games Series, A Victory Lost Series",(no votes yet),2009 Charles S. Roberts Best World War 2 Era Board Wargame Nominee,2,Best with 2 players,282,7.44,1.24,97482
Buccaneer,1684,2006,"Auction/Bidding, Memory",Pirates,Family Games,30 minutes,8 and up,8 and up,Queen Small Box,No necessary in-game text,"2006 Japan Boardgame Prize Best Foreign Game for Beginners Nominee, 2006 Juego del Ao Finalist, 2006 Spiel des Jahres Nominee",35,Best with 45 players,1446,6.30,1.12,88569
Dungeons & Dragons Miniatures,1685,2003,"D&D Icons: Gargantuan  Blue Dragon, D&D Icons: Gargantuan Black Dragon, D&D Icons: Legend of Drizzt Scenario Pack, D&D Miniatures Icons: Colossal Red Dragon","Dice Rolling, Role Playing","Adventure, Collectible Components, Fantasy, Fighting",60 minutes,12 and up,10 and up,"CMGs (Collectible Miniatures Games), Dungeons & Dragons",Extensive use of text - massive conversion needed to be playable,Customizable Games,2,Best with 2 players,958,6.53,1.55,129540
Super Dungeon Explore: Forgotten King,1686,2015,"Super Dungeon Explore: Brave-Mode Candy, Super Dungeon Explore: Calico Kate, Super Dungeon Explore: Candy and Cola, Super Dungeon Explore: Captain R","Action Point Allowance System, Dice Rolling, Modular Board, Partnerships","Adventure, Exploration, Fantasy, Fighting",90120 minutes,,10 and up,Super Dungeon Explore,Some necessary text - easily memorized or small crib sheet,"Strategy Games, Thematic Games",16,(Not best with any number),760,null,7.82,1.48
Batavia,1687,2008,"Cities: Jakarta, Country: India, Country: Indonesia","Auction/Bidding, Set Collection, Stock Holding","Economic, Nautical, Renaissance",4560 minutes,10 and up,10 and up,,No necessary in-game text,"Family Games, Strategy Games",35,Best with 3 players,468,null,6.52,1.25
Roads to Gettysburg,1688,1993,Hex-and-Counter,"American Civil War, Wargame",Wargames,180 minutes,12 and up,(no votes yet),The Skirmisher #1,(no votes yet),1994 Origins Awards Best Pre-20th Century Boardgame Winner,2,(Not best with any number),230,7.73,1.31,47370
Men of Iron,1689,2005,Agincourt,Hex-and-Counter,"Medieval, Wargame",180 minutes,12 and up,12 and up,Men of Iron Series,Some necessary text - easily memorized or small crib sheet,Wargames,2,Best with 2 players,461,6.89,1.41,105306
Gloria Picktoria,1690,1996,Set Collection,Card Game,Family Games,45 minutes,10 and up,8 and up,"Animals: Chickens, Animals: Foxes, The Chicken Family of Zoch",No necessary in-game text,"1996 Fairplay  la carte Winner, 1996 Spiel des Jahres Recommended, 2007 Fairplay  la carte Winner",25,Best with 45 players,908,6.44,1.13,61771
Key Largo,1691,2005,Tilsit Collection,"Action / Movement Programming, Commodity Speculation, Set Collection, Simultaneous Action Selection",Nautical,45 minutes,10 and up,8 and up,,Some necessary text - easily memorized or small crib sheet,Family Games,35,Best with 5 players,683,6.61,1.32,64407
Dungeons & Dragons Basic Game,1692,2004,Dungeons & Dragons,"Co-operative Play, Dice Rolling, Modular Board, Role Playing","Adventure, Exploration, Fantasy, Fighting",90 minutes,12 and up,8 and up,,Extensive use of text - massive conversion needed to be playable,Thematic Games,25,(Not best with any number),599,6.74,1.65,149377
Kaosball: The Fantasy Sport of Total Domination,1693,2014,"Kaosball: Ringer  Biru Biru & Scrag, Kaosball: Ringer  Gabe, Kaosball: Ringer  Gangsta Z, Kaosball: Ringer  Gojira","Area Control / Area Influence, Auction/Bidding, Hand Management, Partnerships","Miniatures, Sports",60 minutes,13 and up,10 and up,"Crowdfunding: Kickstarter, Fantasy Sports, Kaosball",Some necessary text - easily memorized or small crib sheet,,24,Best with 2 players,null,1.54,132179,null
Atlantis Rising,1694,2012,Atlantis,"Co-operative Play, Dice Rolling, Press Your Luck, Variable Player Powers","Ancient, Civilization, Mythology",60 minutes,13 and up,10 and up,,Moderate in-game text - needs crib sheet or paste ups,Strategy Games,26,Best with 46 players,630,6.67,1.43,114861
Aeroplanes: Aviation Ascendant,1695,2012,"Area Control / Area Influence, Card Drafting, Dice Rolling, Point to Point Movement","Aviation / Flight, Economic, Transportation",Strategy Games,120 minutes,14 and up,12 and up,"Aeroplanes: Charters, Aeroplanes: PWS-24, Mayfair Game Variants & Mini-Expansions Set #1, Mayfair Games' Limited Edition Promo Expansion Set #19",No necessary in-game text,2013 UK Games Expo Best Boardgame Nominee,35,Best with 4 players,565,6.71,1.43,81234
Mythos,1696,1996,Set Collection,"Adventure, Card Game, Collectible Components, Fighting",Customizable Games,45 minutes,10 and up,12 and up,"CCGs (Collectible Card Games), Cthulhu Mythos, Solitaire Games",Extensive use of text - massive conversion needed to be playable,"1996 Origins Awards Best Card Game  Winner, 1997 Fairplay  la carte Winner",110,"Best with 2, 4 players",685,6.65,1.59,74636
Bamboleo,1697,1996,Waagemut,Press Your Luck,"Action / Dexterity, Party Game",30 minutes,6 and up,6 and up,,No necessary in-game text,"Family Games, Party Games",27,Best with 4 players,487,null,6.41,1.34
Bughouse Chess,1698,1960,,Chess Games,"Grid Movement, Partnerships",10 minutes,10 and up,No necessary in-game text,,,Abstract Strategy,4,,265,7.46,1.68,24781
Great Wall of China,1699,2006,"Area Control / Area Influence, Hand Management",Card Game,"Family Games, Strategy Games",30 minutes,10 and up,10 and up,"Asian Theme, Country: China, Country: Poland, Fantasy Flight Silver Line Games",No necessary in-game text,"2006 Japan Boardgame Prize Best Foreign Game for Beginners Nominee, 2007 Golden Geek Best Card Game Nominee",25,(Not best with any number),502,null,6.25,1.23
Magical Athlete,1700,2002,"Admin: Better Description Needed!, Anime & Manga","Card Drafting, Roll / Spin and Move, Variable Player Powers","Fantasy, Racing, Sports",60 minutes,9 and up,8 and up,,Moderate in-game text - needs crib sheet or paste ups,Family Games,45,Best with 5 players,763,6.55,1.41,59728
Funkenschlag: EnBW,1701,2007,"Atolla Modulis (fan expansion for Funkenschlag), Funkenschlag: Speicherkraftwerk, Hoogspanning: Het Verre Oosten, Power Grid: Australia & Indian Subcontinent","Auction/Bidding, Route/Network Building","Economic, Industry / Manufacturing",120 minutes,,12 and up,"Funkenschlag, Power Grid",No necessary in-game text,Strategy Games,26,Best with 45 players,153,8.36,1.30,38661
